Year,Qtr,Month,SubAgency,PoliceDistrictID,ViolationType,ViolationCategory,VehicleGroup,PersonalInjury,PropertyDamage,Fatal,ContributedToAccident,ViolationCount
2012,1,1,"3rd district, Silver Spring",3,Citation,Safety,Other,0,0,0,1,2
2012,1,1,"3rd district, Silver Spring",3,Citation,Safety,Truck,0,0,0,0,2
2012,1,1,"3rd district, Silver Spring",3,Citation,Violation,Automobile,3,13,0,19,312
2012,1,1,"3rd district, Silver Spring",3,Citation,Violation,Motorcyle,0,0,0,0,2
2012,1,1,"3rd district, Silver Spring",3,Citation,Violation,Other,0,0,0,0,16
2012,1,1,"3rd district, Silver Spring",3,Citation,Violation,Truck,0,0,0,0,16
2012,1,1,"3rd district, Silver Spring",3,SERO,Other,Automobile,0,0,0,0,3
2012,1,1,"3rd district, Silver Spring",3,Warning,Distraction,Automobile,0,0,0,0,3
2012,1,1,"3rd district, Silver Spring",3,Warning,Offense,Automobile,1,0,0,1,118
2012,1,1,"3rd district, Silver Spring",3,Warning,Offense,Motorcyle,0,0,0,0,1
2012,1,1,"3rd district, Silver Spring",3,Warning,Offense,Other,0,0,0,0,5
2012,1,1,"3rd district, Silver Spring",3,Warning,Offense,Truck,0,0,0,0,5
2012,1,1,"3rd district, Silver Spring",3,Warning,Other,Automobile,1,1,0,4,25
2012,1,1,"3rd district, Silver Spring",3,Warning,Other,Other,0,0,0,0,1
2012,1,1,"3rd district, Silver Spring",3,Warning,Other,Truck,0,0,0,0,2
2012,1,1,"3rd district, Silver Spring",3,Warning,Safety,Automobile,0,0,0,0,43
2012,1,1,"3rd district, Silver Spring",3,Warning,Safety,Motorcyle,0,0,0,0,1
2012,1,1,"3rd district, Silver Spring",3,Warning,Safety,Truck,0,0,0,0,2
2012,1,1,"3rd district, Silver Spring",3,Warning,Violation,Automobile,2,2,0,6,230
2012,1,1,"3rd district, Silver Spring",3,Warning,Violation,Motorcyle,0,0,0,0,2
2012,1,1,"3rd district, Silver Spring",3,Warning,Violation,Other,0,0,0,0,8
2012,1,1,"3rd district, Silver Spring",3,Warning,Violation,Truck,0,0,0,0,15
2012,1,1,"4th district, Wheaton",4,Citation,Distraction,Automobile,0,0,0,0,8
2012,1,1,"4th district, Wheaton",4,Citation,Impaired,Automobile,2,8,0,5,79
2012,1,1,"4th district, Wheaton",4,Citation,Impaired,Other,0,0,0,0,6
2012,1,1,"4th district, Wheaton",4,Citation,Impaired,Truck,3,6,0,2,15
2012,1,1,"4th district, Wheaton",4,Citation,Offense,Automobile,4,13,0,4,318
2012,1,1,"4th district, Wheaton",4,Citation,Offense,Motorcyle,0,0,0,0,2
2012,1,1,"4th district, Wheaton",4,Citation,Offense,Other,0,0,0,0,24
2012,1,1,"4th district, Wheaton",4,Citation,Offense,Truck,0,4,0,3,26
2012,1,1,"4th district, Wheaton",4,Citation,Other,Automobile,3,8,0,11,113
2012,1,1,"4th district, Wheaton",4,Citation,Other,Bus,0,1,0,1,1
2012,1,1,"4th district, Wheaton",4,Citation,Other,Motorcyle,0,0,0,0,1
2012,1,1,"4th district, Wheaton",4,Citation,Other,Other,0,0,0,0,10
2012,1,1,"4th district, Wheaton",4,Citation,Other,Truck,0,4,0,5,7
2012,1,1,"4th district, Wheaton",4,Citation,Safety,Automobile,1,3,0,3,63
2012,1,1,"4th district, Wheaton",4,Citation,Safety,Bus,0,1,0,1,1
2012,1,1,"4th district, Wheaton",4,Citation,Safety,Other,0,0,0,0,5
2012,1,1,"4th district, Wheaton",4,Citation,Safety,Truck,0,1,0,1,5
2012,1,1,"4th district, Wheaton",4,Citation,Violation,Automobile,14,22,0,28,337
2012,1,1,"4th district, Wheaton",4,Citation,Violation,Bus,0,1,0,0,1
2012,1,1,"4th district, Wheaton",4,Citation,Violation,Motorcyle,0,1,0,0,3
2012,1,1,"4th district, Wheaton",4,Citation,Violation,Other,0,0,0,0,23
2012,1,1,"4th district, Wheaton",4,Citation,Violation,Truck,1,2,0,5,28
2012,1,1,"4th district, Wheaton",4,SERO,Other,Automobile,0,0,0,0,20
2012,1,1,"4th district, Wheaton",4,SERO,Other,Truck,0,0,0,0,6
2012,1,1,"4th district, Wheaton",4,Warning,Distraction,Automobile,0,0,0,0,10
2012,1,1,"4th district, Wheaton",4,Warning,Offense,Automobile,0,0,0,0,184
2012,1,1,"4th district, Wheaton",4,Warning,Offense,Motorcyle,0,0,0,0,3
2012,1,1,"4th district, Wheaton",4,Warning,Offense,Other,0,0,0,0,8
2012,1,1,"4th district, Wheaton",4,Warning,Offense,Truck,0,0,0,0,11
2012,1,1,"4th district, Wheaton",4,Warning,Other,Automobile,0,0,0,0,46
2012,1,1,"4th district, Wheaton",4,Warning,Other,Other,0,0,0,0,1
2012,1,1,"4th district, Wheaton",4,Warning,Other,Truck,0,0,0,0,3
2012,1,1,"4th district, Wheaton",4,Warning,Safety,Automobile,0,0,0,0,73
2012,1,1,"4th district, Wheaton",4,Warning,Safety,Truck,0,0,0,0,1
2012,1,1,"4th district, Wheaton",4,Warning,Violation,Automobile,0,1,1,0,307
2012,1,1,"4th district, Wheaton",4,Warning,Violation,Motorcyle,0,0,0,0,3
2012,1,1,"4th district, Wheaton",4,Warning,Violation,Other,0,0,0,0,7
2012,1,1,"4th district, Wheaton",4,Warning,Violation,Truck,0,0,0,0,14
2012,1,1,"5th district, Germantown",5,Citation,Distraction,Automobile,0,0,0,0,1
2012,1,1,"5th district, Germantown",5,Citation,Distraction,Other,0,0,0,0,2
2012,1,1,"5th district, Germantown",5,Citation,Impaired,Automobile,0,0,0,0,59
2012,1,1,"5th district, Germantown",5,Citation,Impaired,Motorcyle,0,0,0,0,3
2012,1,1,"5th district, Germantown",5,Citation,Impaired,Other,0,0,0,0,3
2012,1,1,"5th district, Germantown",5,Citation,Impaired,Truck,0,0,0,0,3
2012,1,1,"5th district, Germantown",5,Citation,Offense,Automobile,1,0,0,0,153
2012,1,1,"5th district, Germantown",5,Citation,Offense,Motorcyle,0,0,0,0,1
2012,1,1,"5th district, Germantown",5,Citation,Offense,Other,0,0,0,0,21
2012,1,1,"5th district, Germantown",5,Citation,Offense,Truck,0,0,0,0,15
2012,1,1,"5th district, Germantown",5,Citation,Other,Automobile,3,2,0,3,70
2012,1,1,"5th district, Germantown",5,Citation,Other,Bus,1,0,0,1,1
2012,1,1,"5th district, Germantown",5,Citation,Other,Other,0,0,0,0,19
2012,1,1,"5th district, Germantown",5,Citation,Other,Truck,0,0,0,0,11
2012,1,1,"5th district, Germantown",5,Citation,Safety,Automobile,0,2,0,2,21
2012,1,1,"5th district, Germantown",5,Citation,Safety,Other,0,0,0,0,4
2012,1,1,"5th district, Germantown",5,Citation,Safety,Truck,0,0,0,0,2
2012,1,1,"5th district, Germantown",5,Citation,Violation,Automobile,8,9,0,13,130
2012,1,1,"5th district, Germantown",5,Citation,Violation,Bus,1,0,0,1,1
2012,1,1,"5th district, Germantown",5,Citation,Violation,Motorcyle,0,0,0,0,1
2012,1,1,"5th district, Germantown",5,Citation,Violation,Other,0,0,0,0,19
2012,1,1,"5th district, Germantown",5,Citation,Violation,Truck,1,0,0,1,12
2012,1,1,"5th district, Germantown",5,ESERO,Other,Automobile,0,0,0,0,1
2012,1,1,"5th district, Germantown",5,SERO,Other,Automobile,0,0,0,0,3
2012,1,1,"5th district, Germantown",5,Warning,Distraction,Automobile,0,0,0,0,4
2012,1,1,"5th district, Germantown",5,Warning,Distraction,Truck,0,0,0,0,1
2012,1,1,"5th district, Germantown",5,Warning,Offense,Automobile,0,0,0,0,87
2012,1,1,"5th district, Germantown",5,Warning,Offense,Other,0,0,0,0,10
2012,1,1,"5th district, Germantown",5,Warning,Offense,Truck,0,0,0,0,5
2012,1,1,"5th district, Germantown",5,Warning,Other,Automobile,0,1,0,2,10
2012,1,1,"5th district, Germantown",5,Warning,Other,Motorcyle,0,0,0,0,2
2012,1,1,"5th district, Germantown",5,Warning,Other,Truck,0,0,0,0,1
2012,1,1,"5th district, Germantown",5,Warning,Safety,Automobile,0,0,0,0,15
2012,1,1,"5th district, Germantown",5,Warning,Safety,Truck,0,0,0,0,4
2012,1,1,"5th district, Germantown",5,Warning,Violation,Automobile,0,2,0,3,155
2012,1,1,"5th district, Germantown",5,Warning,Violation,FarmVehicle,0,0,0,0,1
2012,1,1,"5th district, Germantown",5,Warning,Violation,Motorcyle,0,0,0,0,1
2012,1,1,"5th district, Germantown",5,Warning,Violation,Other,0,0,0,0,24
2012,1,1,"5th district, Germantown",5,Warning,Violation,Truck,1,0,0,1,22
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Citation,Distraction,Automobile,1,0,0,0,5
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Citation,Distraction,Truck,0,0,0,0,1
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Citation,Impaired,Automobile,2,7,0,2,32
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Citation,Impaired,Motorcyle,0,0,0,0,3
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Citation,Offense,Automobile,1,6,0,3,127
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Citation,Offense,Motorcyle,0,0,0,0,1
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Citation,Offense,Truck,0,0,0,0,5
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Citation,Other,Automobile,6,3,0,3,45
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Citation,Other,Other,0,0,0,0,1
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Citation,Other,Truck,0,0,0,0,2
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Citation,Safety,Automobile,0,0,0,0,26
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Citation,Safety,Truck,0,0,0,0,3
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Citation,Violation,Automobile,8,13,0,13,207
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Citation,Violation,Motorcyle,0,0,0,0,2
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Citation,Violation,Truck,2,0,0,2,28
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,SERO,Other,Automobile,0,0,0,0,8
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,SERO,Other,Other,0,0,0,0,6
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,SERO,Other,Truck,0,0,0,0,6
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Distraction,Automobile,0,0,0,0,2
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Distraction,Truck,0,0,0,0,1
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Offense,Automobile,0,0,0,0,111
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Offense,Motorcyle,0,0,0,0,1
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Offense,Other,0,0,0,0,6
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Offense,Truck,0,0,0,0,17
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Other,Automobile,0,0,0,0,18
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Other,Other,0,0,0,0,4
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Other,Truck,0,0,0,0,6
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Safety,Automobile,0,0,0,0,51
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Safety,Other,0,0,0,0,2
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Safety,Truck,0,0,0,0,15
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Violation,Automobile,0,0,0,2,214
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Violation,Bus,0,0,0,0,1
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Violation,Motorcyle,0,0,0,0,6
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Violation,Other,0,0,0,0,12
2012,1,1,"6th district, Gaithersburg / Montgomery Village",6,Warning,Violation,Truck,0,0,0,0,26
2012,1,1,Headquarters and Special Operations,8,Citation,Impaired,Automobile,0,0,0,0,15
2012,1,1,Headquarters and Special Operations,8,Citation,Offense,Automobile,0,0,0,0,40
2012,1,1,Headquarters and Special Operations,8,Citation,Other,Automobile,0,0,0,0,17
2012,1,1,Headquarters and Special Operations,8,Citation,Safety,Automobile,0,0,0,0,10
2012,1,1,Headquarters and Special Operations,8,Citation,Violation,Automobile,0,0,0,0,19
2012,1,1,Headquarters and Special Operations,8,SERO,Other,Automobile,0,0,0,0,1
2012,1,1,Headquarters and Special Operations,8,Warning,Offense,Automobile,0,0,0,0,9
2012,1,1,Headquarters and Special Operations,8,Warning,Other,Automobile,0,0,0,0,9
2012,1,1,Headquarters and Special Operations,8,Warning,Safety,Automobile,0,0,0,0,18
2012,1,1,Headquarters and Special Operations,8,Warning,Violation,Automobile,0,0,0,0,41
2012,1,1,Headquarters and Special Operations,8,Warning,Violation,Motorcyle,0,0,0,0,1
2012,1,1,Headquarters and Special Operations,8,Warning,Violation,Other,0,0,0,0,1
2012,1,2,"1st district, Rockville",1,Citation,Distraction,Automobile,0,0,0,0,2
2012,1,2,"1st district, Rockville",1,Citation,Distraction,Truck,0,0,0,0,2
2012,1,2,"1st district, Rockville",1,Citation,Impaired,Automobile,0,4,0,6,23
2012,1,2,"1st district, Rockville",1,Citation,Impaired,Other,0,0,0,0,3
2012,1,2,"1st district, Rockville",1,Citation,Impaired,Truck,0,0,0,0,3
2012,1,2,"1st district, Rockville",1,Citation,Offense,Automobile,0,1,0,3,156
2012,1,2,"1st district, Rockville",1,Citation,Offense,Motorcyle,0,0,0,0,8
2012,1,2,"1st district, Rockville",1,Citation,Offense,Other,2,0,0,0,5
2012,1,2,"1st district, Rockville",1,Citation,Offense,Truck,0,4,0,3,29
2012,1,2,"1st district, Rockville",1,Citation,Other,Automobile,1,4,0,2,60
2012,1,2,"1st district, Rockville",1,Citation,Other,Motorcyle,0,0,0,0,2
2012,1,2,"1st district, Rockville",1,Citation,Other,Other,0,2,0,0,7
2012,1,2,"1st district, Rockville",1,Citation,Other,Truck,3,0,0,1,13
2012,1,2,"1st district, Rockville",1,Citation,Safety,Automobile,0,0,0,0,28
2012,1,2,"1st district, Rockville",1,Citation,Safety,Motorcyle,0,0,0,0,1
2012,1,2,"1st district, Rockville",1,Citation,Safety,Other,0,1,0,0,1
2012,1,2,"1st district, Rockville",1,Citation,Safety,Truck,1,0,0,0,8
2012,1,2,"1st district, Rockville",1,Citation,Violation,Automobile,12,7,0,17,166
2012,1,2,"1st district, Rockville",1,Citation,Violation,Motorcyle,0,0,0,0,3
2012,1,2,"1st district, Rockville",1,Citation,Violation,Other,0,3,0,0,14
2012,1,2,"1st district, Rockville",1,Citation,Violation,Truck,2,5,0,7,43
2012,1,2,"1st district, Rockville",1,SERO,Other,Automobile,0,0,0,0,3
2012,1,2,"1st district, Rockville",1,Warning,Distraction,Automobile,0,0,0,0,1
2012,1,2,"1st district, Rockville",1,Warning,Distraction,Truck,0,0,0,0,2
2012,1,2,"1st district, Rockville",1,Warning,Offense,Automobile,0,0,0,0,121
2012,1,2,"1st district, Rockville",1,Warning,Offense,Motorcyle,0,0,0,0,1
2012,1,2,"1st district, Rockville",1,Warning,Offense,Other,0,0,0,0,7
2012,1,2,"1st district, Rockville",1,Warning,Offense,Truck,0,0,0,0,14
2012,1,2,"1st district, Rockville",1,Warning,Other,Automobile,0,0,1,0,18
2012,1,2,"1st district, Rockville",1,Warning,Other,Motorcyle,0,0,0,0,1
2012,1,2,"1st district, Rockville",1,Warning,Other,Other,0,0,0,0,2
2012,1,2,"1st district, Rockville",1,Warning,Other,Truck,0,0,0,0,29
2012,1,2,"1st district, Rockville",1,Warning,Safety,Automobile,0,0,0,0,51
2012,1,2,"1st district, Rockville",1,Warning,Safety,Other,0,0,0,0,1
2012,1,2,"1st district, Rockville",1,Warning,Safety,Truck,0,0,0,0,57
2012,1,2,"1st district, Rockville",1,Warning,Violation,Automobile,0,0,0,1,197
2012,1,2,"1st district, Rockville",1,Warning,Violation,Motorcyle,0,0,0,0,4
2012,1,2,"1st district, Rockville",1,Warning,Violation,Other,0,0,0,0,8
2012,1,2,"1st district, Rockville",1,Warning,Violation,Truck,0,0,0,0,51
2012,1,2,"2nd district, Bethesda",2,Citation,Distraction,Automobile,0,0,0,0,13
2012,1,2,"2nd district, Bethesda",2,Citation,Distraction,Truck,0,0,0,0,1
2012,1,2,"2nd district, Bethesda",2,Citation,Impaired,Automobile,3,2,0,3,41
2012,1,2,"2nd district, Bethesda",2,Citation,Impaired,Other,2,0,0,2,2
2012,1,2,"2nd district, Bethesda",2,Citation,Impaired,Truck,0,0,0,0,2
2012,1,2,"2nd district, Bethesda",2,Citation,Offense,Automobile,0,2,0,0,199
2012,1,2,"2nd district, Bethesda",2,Citation,Offense,Other,0,0,0,0,56
2012,1,2,"2nd district, Bethesda",2,Citation,Offense,Truck,0,0,0,0,14
2012,1,2,"2nd district, Bethesda",2,Citation,Other,Automobile,2,4,0,3,170
2012,1,2,"2nd district, Bethesda",2,Citation,Other,Bus,0,1,0,0,1
2012,1,2,"2nd district, Bethesda",2,Citation,Other,Other,0,0,0,1,57
2012,1,2,"2nd district, Bethesda",2,Citation,Other,Truck,0,1,0,0,15
2012,1,2,"2nd district, Bethesda",2,Citation,Safety,Automobile,0,1,0,0,31
2012,1,2,"2nd district, Bethesda",2,Citation,Safety,Other,0,0,0,0,3
2012,1,2,"2nd district, Bethesda",2,Citation,Safety,Truck,0,1,0,0,3
2012,1,2,"2nd district, Bethesda",2,Citation,Violation,Automobile,7,17,1,14,304
2012,1,2,"2nd district, Bethesda",2,Citation,Violation,Bus,0,0,0,0,1
2012,1,2,"2nd district, Bethesda",2,Citation,Violation,Motorcyle,0,0,0,0,1
2012,1,2,"2nd district, Bethesda",2,Citation,Violation,Other,4,1,0,5,32
2012,1,2,"2nd district, Bethesda",2,Citation,Violation,Truck,0,1,0,0,57
2012,1,2,"2nd district, Bethesda",2,SERO,Other,Automobile,0,0,0,0,6
2012,1,2,"2nd district, Bethesda",2,Warning,Distraction,Automobile,0,0,0,0,5
2012,1,2,"2nd district, Bethesda",2,Warning,Distraction,Truck,0,0,0,0,1
2012,1,2,"2nd district, Bethesda",2,Warning,Offense,Automobile,0,0,0,0,97
2012,1,2,"2nd district, Bethesda",2,Warning,Offense,Motorcyle,0,0,0,0,2
2012,1,2,"2nd district, Bethesda",2,Warning,Offense,Other,0,0,0,0,6
2012,1,2,"2nd district, Bethesda",2,Warning,Offense,Truck,0,0,0,0,9
2012,1,2,"2nd district, Bethesda",2,Warning,Other,Automobile,0,0,0,0,30
2012,1,2,"2nd district, Bethesda",2,Warning,Other,Other,0,0,0,0,1
2012,1,2,"2nd district, Bethesda",2,Warning,Other,Truck,0,0,0,0,9
2012,1,2,"2nd district, Bethesda",2,Warning,Safety,Automobile,0,0,0,0,35
2012,1,2,"2nd district, Bethesda",2,Warning,Safety,Other,0,0,0,0,1
2012,1,2,"2nd district, Bethesda",2,Warning,Safety,Truck,0,0,0,0,1
2012,1,2,"2nd district, Bethesda",2,Warning,Violation,Automobile,0,0,0,0,201
2012,1,2,"2nd district, Bethesda",2,Warning,Violation,Motorcyle,0,0,0,0,5
2012,1,2,"2nd district, Bethesda",2,Warning,Violation,Other,0,0,0,0,12
2012,1,2,"2nd district, Bethesda",2,Warning,Violation,Truck,0,0,0,0,22
2012,1,2,"3rd district, Silver Spring",3,Citation,Distraction,Automobile,0,0,0,1,10
2012,1,2,"3rd district, Silver Spring",3,Citation,Distraction,Other,0,0,0,0,1
2012,1,2,"3rd district, Silver Spring",3,Citation,Impaired,Automobile,3,5,0,0,66
2012,1,2,"3rd district, Silver Spring",3,Citation,Offense,Automobile,0,2,0,0,245
2012,1,2,"3rd district, Silver Spring",3,Citation,Offense,Motorcyle,0,0,0,0,1
2012,1,2,"3rd district, Silver Spring",3,Citation,Offense,Other,0,0,0,0,11
2012,1,2,"3rd district, Silver Spring",3,Citation,Offense,Truck,4,0,0,0,18
2012,1,2,"3rd district, Silver Spring",3,Citation,Other,Automobile,2,3,0,3,90
2012,1,2,"3rd district, Silver Spring",3,Citation,Other,Other,0,0,0,0,2
2012,1,2,"3rd district, Silver Spring",3,Citation,Other,Truck,1,0,0,0,7
2012,1,2,"3rd district, Silver Spring",3,Citation,Safety,Automobile,0,1,0,0,34
